turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_value,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,label,location_value_1,location_value_2,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,summary_description,ialabel_value,date_value,date_value_numbers,savejob_label,email_link,email_link/_text,email_link/_title,more_label,viewall_label,viewall_link,viewall_link/_text,viewall_link/_title,matitem_link,matitem_link/_text,matitem_link/_title,salarysearch_label,salarysearch_link,salarysearch_link/_text,salarysearch_link/_title,mat_flag,mattext_link,mattext_link/_text,mattext_link/_title,related_label,related_link,related_link/_text,related_link/_title,_PAGE_NUMBER
"http://www.indeed.com/cmp/InfoVision,-Inc./jobs/Data-Scientist-42224aa956833eed?r=1","Data Scientist - Irving, TX","Data Scientist - Irving, TX","InfoVision, Inc.",,,,,-,"Irving, TX",,,,,,"Experience working with large datasets using tools like SQL, Hadoop, MapReduce, Pig/Hive, Spark/Shark Experience in using statistical modeling and distributed...",Easily apply,3 days ago,3,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Infovision,+Inc&l=Irving,+TX&nc=jasx","InfoVision, Inc. jobs in Irving, TX",,"http://www.indeed.com/l-Irving,-TX-jobs.html",Irving jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Irving%2C+TX,"Data Scientist salaries in Irving, TX",,,,,,,,,,11
http://www.indeed.com/rc/clk?jk=9402d0cb7d63229a,Data Scientist,Data Scientist,State Farm Mutual Automobile Insurance Company,http://www.indeed.com/cmp/State-Farm-Mutual-Automobile-Insurance-Company/reviews?jcid=d2310af9b3bb8585,"2,827 reviews",,2827,-,"Dunwoody, GA",,,,,,"Utilizes Hadoop or other Map Reduce paradigms or Big data, machine learning, statistical modeling and data mining to develop recommendations or provide...",,1 day ago,1,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=State+Farm+Mutual+Automobile+Insurance+Company&l=Dunwoody,+GA&nc=jasx","State Farm Mutual Automobile Insurance Company jobs in Dunwoody, GA",,"http://www.indeed.com/l-Dunwoody,-GA-jobs.html",Dunwoody jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Dunwoody%2C+GA,"Data Scientist salaries in Dunwoody, GA",,Learn more about working at,http://www.indeed.com/cmp/State-Farm-Mutual-Automobile-Insurance-Company?jk=9402d0cb7d63229a&from=serp-more&campaignid=serp-more&jcid=d2310af9b3bb8585,State Farm Mutual Automobile Insurance Company,,Related forums:,http://www.indeed.com/forum/cmp/State-Farm-Mutual-Automobile-Insurance-Company.html,State Farm Mutual Automobile Insurance Company,,11
http://www.indeed.com/rc/clk?jk=885b6baa5c3f26f6,Big Data Analytics Scientist,Big Data Analytics Scientist,National Fire Protection Association,http://www.indeed.com/cmp/National-Fire-Protection-Association/reviews?jcid=ed11ca59ce5dfd22,2 reviews,National Fire Protection Association reviews,2,-,"Quincy, MA",,,,,,"Big Data Analytics Scientist / Location:. The Big Data Analytics Scientist will support the implementation of NFPA’s data procurement, maintenance, and...",,30+ days ago,30,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=National+Fire+Protection+Association&l=Quincy,+MA&nc=jasx","National Fire Protection Association jobs in Quincy, MA",,"http://www.indeed.com/l-Quincy,-MA-jobs.html",Quincy jobs,,Salary Search:,http://www.indeed.com/salary?q1=Big+Data+Analytic+Scientist&l1=Quincy%2C+MA,"Big Data Analytic Scientist salaries in Quincy, MA",,Learn more about working at,http://www.indeed.com/cmp/National-Fire-Protection-Association?jk=885b6baa5c3f26f6&from=serp-more&campaignid=serp-more&jcid=ed11ca59ce5dfd22,National Fire Protection Association,,Related forums:,http://www.indeed.com/forum/cmp/National-Fire-Protection-Association.html,National Fire Protection Association,,11
http://www.indeed.com/rc/clk?jk=4506e301c7643d5c,Data Scientist,Data Scientist,Verizon,http://www.indeed.com/cmp/Verizon/reviews?jcid=f7029f63fe5c906e,"8,279 reviews",Verizon reviews,8279,-,"Basking Ridge, NJ 07920",,http://www.indeed.com/jobs?q=Data+Scientist&rbt=Data+Scientist&rbc=Verizon&jtid=1872a3288ede048a&jcid=f7029f63fe5c906e&grp=tcl,+4 locations,,,"Is a plusExperience in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing (A/B testing), and optimization...",,26 days ago,26,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Verizon-l-Basking-Ridge,-NJ-jobs.html","Verizon jobs in Basking Ridge, NJ",,"http://www.indeed.com/l-Basking-Ridge,-NJ-jobs.html",Basking Ridge jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Basking+Ridge%2C+NJ,"Data Scientist salaries in Basking Ridge, NJ",,Learn more about working at,http://www.indeed.com/cmp/Verizon?jk=4506e301c7643d5c&from=serp-more&campaignid=serp-more&jcid=f7029f63fe5c906e,Verizon,,Related forums:,http://www.indeed.com/forum/cmp/Verizon.html,Verizon,,11
http://www.indeed.com/rc/clk?jk=48e306e848fdf5e7,Data Scientist,Data Scientist,Amyx,,,,,-,"Chicago, IL",,,,,,"Seeking a Senior Data Scientist with experience and knowledge of analytics to solve large-scale, enterprise, complex, and challenging business problems....",,3 days ago,3,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Amyx-l-Chicago,-IL-jobs.html","Amyx jobs in Chicago, IL",,"http://www.indeed.com/l-Chicago,-IL-jobs.html",Chicago jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Chicago%2C+IL,"Data Scientist salaries in Chicago, IL",,,http://www.indeed.com/forum/cmp/Amyx.html,Amyx,,,,,,11
http://www.indeed.com/rc/clk?jk=4da18d1d75535d98,"Data Scientist, Mid","Data Scientist, Mid",Booz Allen Hamilton,http://www.indeed.com/cmp/Booz-Allen-Hamilton/reviews?jcid=4e041af1d0af1bc8,838 reviews,Booz Allen Hamilton reviews,838,-,"Herndon, VA",,http://www.indeed.com/jobs?q=Data+Scientist&rbt=Data+Scientist%2C+Mid&rbc=Booz+Allen+Hamilton&jtid=0ff8eee25b6c253a&jcid=4e041af1d0af1bc8&grp=tcl,+6 locations,,,"Develop machine learning, data mining, and statistical and graph-based algorithms and partner with Cloud technologists to ensure proper implementation and usage...",,4 days ago,4,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Booz-Allen-Hamilton-l-Herndon,-VA-jobs.html","Booz Allen Hamilton jobs in Herndon, VA",,"http://www.indeed.com/l-Herndon,-VA-jobs.html",Herndon jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Herndon%2C+VA,"Data Scientist salaries in Herndon, VA",,Learn more about working at,http://www.indeed.com/cmp/Booz-Allen-Hamilton?jk=4da18d1d75535d98&from=serp-more&campaignid=serp-more&jcid=4e041af1d0af1bc8,Booz Allen Hamilton,,Related forums:,http://www.indeed.com/forum/cmp/Booz-Allen-Hamilton.html,Booz Allen Hamilton,,11
http://www.indeed.com/rc/clk?jk=eee6bbd7d8eb906f,Data Scientist,Data Scientist,Noblis,http://www.indeed.com/cmp/Noblis/reviews?jcid=05d6cb8b919478a9,11 reviews,Noblis reviews,11,-,"Falls Church, VA 22042",,,,,,"Noblis’ national security and intelligence mission area consists of preeminent scientists, engineers, researchers, and analysts that have served federal, state,...",,2 days ago,2,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Noblis-l-Falls-Church,-VA-jobs.html","Noblis jobs in Falls Church, VA",,"http://www.indeed.com/l-Falls-Church,-VA-jobs.html",Falls Church jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Falls+Church%2C+VA,"Data Scientist salaries in Falls Church, VA",,Learn more about working at,http://www.indeed.com/cmp/Noblis?jk=eee6bbd7d8eb906f&from=serp-more&campaignid=serp-more&jcid=05d6cb8b919478a9,Noblis,,Related forums:,http://www.indeed.com/forum/cmp/Noblis.html,Noblis,,11
http://www.indeed.com/rc/clk?jk=b5fc63a991db17f3,Data Scientist,Data Scientist,Businessolver,,,,,-,"West Des Moines, IA",,,,,,"We are seeking a scientist for our Data Science team. Exploit, fuse and use data and data sources. Analyze data using mathematical/statistical methods....",,5 days ago,5,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Businessolver-l-West-Des-Moines,-IA-jobs.html","Businessolver jobs in West Des Moines, IA",,"http://www.indeed.com/l-West-Des-Moines,-IA-jobs.html",West Des Moines jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=West+Des+Moines%2C+IA,"Data Scientist salaries in West Des Moines, IA",,Learn more about working at,http://www.indeed.com/cmp/Businessolver?jk=b5fc63a991db17f3&from=serp-more&campaignid=serp-more&jcid=34970706f6e16c53,Businessolver,,Related forums:,http://www.indeed.com/forum/cmp/Businessolver.html,Businessolver,,11
http://www.indeed.com/rc/clk?jk=d6addb830affa939,Data Scientist,Data Scientist,Praxis Engineering,http://www.indeed.com/cmp/Praxis-Engineering/reviews?jcid=c30fa7d623eff08c,9 reviews,Praxis Engineering reviews,9,-,"Reston, VA",,,,,,"Mentor data scientists to support employee and product development. Programming languages, math/statistics packages, computer science, machine learning,...",,30+ days ago,30,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Praxis-Engineering-l-Reston,-VA-jobs.html","Praxis Engineering jobs in Reston, VA",,"http://www.indeed.com/l-Reston,-VA-jobs.html",Reston jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Reston%2C+VA,"Data Scientist salaries in Reston, VA",,Learn more about working at,http://www.indeed.com/cmp/Praxis-Engineering?jk=d6addb830affa939&from=serp-more&campaignid=serp-more&jcid=c30fa7d623eff08c,Praxis Engineering,,Related forums:,http://www.indeed.com/forum/cmp/Praxis-Engineering.html,Praxis Engineering,,11
http://www.indeed.com/rc/clk?jk=2278a8b71fd188f3,Data Scientist,Data Scientist,Netspend,http://www.indeed.com/cmp/Netspend/reviews?jcid=ab52a178a28db212,19 reviews,Netspend reviews,19,-,"Austin, TX 78741",(Pleasant Valley area),,,,,Develop data mining techniques to discover new data trends in card holder behavior; The successful NetSpend Junior Data Scientist should have an analytical...,,3 days ago,3,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Netspend-l-Austin,-TX-jobs.html","Netspend jobs in Austin, TX",,"http://www.indeed.com/l-Austin,-TX-jobs.html",Austin jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Austin%2C+TX,"Data Scientist salaries in Austin, TX",,Learn more about working at,http://www.indeed.com/cmp/Netspend?jk=2278a8b71fd188f3&from=serp-more&campaignid=serp-more&jcid=ab52a178a28db212,Netspend,,Related forums:,http://www.indeed.com/forum/cmp/Netspend.html,NetSpend,,12
http://www.indeed.com/rc/clk?jk=1bbc6bc34e476d69,Data Scientist Ninja,Data Scientist Ninja,Coverent,,,,,-,"McLean, VA",,,,,,Must have a minimum of 5 years' experience in advanced data analytics or a Master’s Degree in a field using advanced data analytics....,,9 days ago,9,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Coverent-l-McLean,-VA-jobs.html","Coverent jobs in McLean, VA",,"http://www.indeed.com/l-McLean,-VA-jobs.html",McLean jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist+Ninja&l1=McLean%2C+VA,"Data Scientist Ninja salaries in McLean, VA",,Learn more about working at,http://www.indeed.com/cmp/Coverent?jk=1bbc6bc34e476d69&from=serp-more&campaignid=serp-more&jcid=f827d06dec9ae88b,Coverent,,Related forums:,http://www.indeed.com/forum/cmp/Coverent.html,Coverent,,12
http://www.indeed.com/rc/clk?jk=aa59a03429f5e214,Junior Data Scientist - Data Management Risk Analytics,Junior Data Scientist - Data Management Risk Analytics,Verizon,http://www.indeed.com/cmp/Verizon/reviews?jcid=f7029f63fe5c906e,"8,279 reviews",Verizon reviews,8279,-,"Ashburn, VA 20147",,http://www.indeed.com/jobs?q=Data+Scientist&rbt=Junior+Data+Scientist+-+Data+Management+Risk+Analytics&rbc=Verizon&jtid=7e319ed6b51e810d&jcid=f7029f63fe5c906e&grp=tcl,+1 location,,,"If so then these responsibilities could be yours.As Wikipedia states ”Data Scientist have the ability to find and interpret rich data sources, manage large...",,16 days ago,16,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Verizon-l-Ashburn,-VA-jobs.html","Verizon jobs in Ashburn, VA",,"http://www.indeed.com/l-Ashburn,-VA-jobs.html",Ashburn jobs,,Salary Search:,http://www.indeed.com/salary?q1=Junior+Data+Scientist&l1=Ashburn%2C+VA,"Junior Data Scientist salaries in Ashburn, VA",,Learn more about working at,http://www.indeed.com/cmp/Verizon?jk=aa59a03429f5e214&from=serp-more&campaignid=serp-more&jcid=f7029f63fe5c906e,Verizon,,Related forums:,http://www.indeed.com/forum/cmp/Verizon.html,Verizon,,12
http://www.indeed.com/rc/clk?jk=32c2d169dc188978,Data Scientist,Data Scientist,UTRC,,,,,-,"East Hartford, CT",,,,,,Are you a highly motivated individual that enjoys applying cutting edge data analytics and machine learning methods to applied engineering challenges?...,,,,,,,,,View all,"http://www.indeed.com/q-Utrc-l-East-Hartford,-CT-jobs.html","UTRC jobs in East Hartford, CT",,"http://www.indeed.com/l-East-Hartford,-CT-jobs.html",East Hartford jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=East+Hartford%2C+CT,"Data Scientist salaries in East Hartford, CT",,,http://www.indeed.com/forum/cmp/Utrc.html,UTRC,,,,,,12
http://www.indeed.com/rc/clk?jk=9e9d0b6927f1bd6b,PhD Intern - Machine Learning/Data Mining,PhD Intern - Machine Learning/Data Mining,Pacific Northwest National Laboratory,http://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory/reviews?jcid=5e9c010894fbe499,33 reviews,Pacific Northwest National Laboratory reviews,33,-,"Richland, WA",,,,,,The High Performance Computing group seeks a graduate intern for conducting research in large scale machine learning/data mining\....,,1 day ago,1,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Pacific+Northwest+National+Laboratory&l=Richland,+WA&nc=jasx","Pacific Northwest National Laboratory jobs in Richland, WA",,"http://www.indeed.com/l-Richland,-WA-jobs.html",Richland jobs,,Salary Search:,http://www.indeed.com/salary?q1=PhD+Intern&l1=Richland%2C+WA,"PhD Intern salaries in Richland, WA",,Learn more about working at,http://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory?jk=9e9d0b6927f1bd6b&from=serp-more&campaignid=serp-more&jcid=5e9c010894fbe499,Pacific Northwest National Laboratory,,Related forums:,http://www.indeed.com/forum/cmp/Pacific-Northwest-National-Laboratory.html,Pacific Northwest National Laboratory,,12
http://www.indeed.com/rc/clk?jk=47effd150462f141,Data Scientist,Data Scientist,Qconnects,,,,,-,"Santa Monica, CA",,,,,,"Hands-on with building data models in R, Scala, Python. We are seeking a solid data scientist to help us build the best-of-class cross-screen media planning...",,3 hours ago,3,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Qconnects-l-Santa-Monica,-CA-jobs.html","Qconnects jobs in Santa Monica, CA",,"http://www.indeed.com/l-Santa-Monica,-CA-jobs.html",Santa Monica jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Santa+Monica%2C+CA,"Data Scientist salaries in Santa Monica, CA",,Learn more about working at,http://www.indeed.com/cmp/Qconnects?jk=47effd150462f141&from=serp-more&campaignid=serp-more&jcid=52cb4784d542b4b5,Qconnects,,Related forums:,http://www.indeed.com/forum/cmp/Qconnects.html,Qconnects,,12
http://www.indeed.com/rc/clk?jk=f1769cf6b94ca00f,Data Scientist,Data Scientist,TransUnion,http://www.indeed.com/cmp/Transunion/reviews?jcid=663ece44ae074b32,64 reviews,Transunion reviews,64,-,Illinois,,,,,,Data analysis across a broad spectrum of data assets seeking patterns and trends that will provide actionable plans to enhance or strengthen our applications...,,17 days ago,17,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,http://www.indeed.com/q-Transunion-l-Illinois-jobs.html,TransUnion jobs in Illinois,,http://www.indeed.com/l-Illinois-jobs.html,Illinois jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Illinois,Data Scientist salaries in Illinois,,Learn more about working at,http://www.indeed.com/cmp/Transunion?jk=f1769cf6b94ca00f&from=serp-more&campaignid=serp-more&jcid=663ece44ae074b32,Transunion,,Related forums:,http://www.indeed.com/forum/cmp/Transunion.html,TransUnion,,12
http://www.indeed.com/rc/clk?jk=72240c3947c8618f,Data Scientist,Data Scientist,"HookLogic, Inc.",,,,,-,"New York, NY",,,,,,"Data Scientists at HookLogic don't just crunch numbers…they view the universe as one large data set, and they decipher relationships and high level insights...",,3 days ago,3,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Hooklogic,+Inc&l=New+York,+NY&nc=jasx","HookLogic, Inc. jobs in New York, NY",,"http://www.indeed.com/l-New-York,-NY-jobs.html",New York jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=New+York%2C+NY,"Data Scientist salaries in New York, NY",,,,,,,,,,12
http://www.indeed.com/rc/clk?jk=2068d4985a750954,"Data Scientist, Secret Data Science team","Data Scientist, Secret Data Science team",Salesforce,http://www.indeed.com/cmp/Salesforce/reviews?jcid=4027cfd917e1ee29,114 reviews,Salesforce reviews,114,-,"Palo Alto, CA",,,,,,Brainstorm data product ideas with the data scientists that built some of the most exciting data products that hundreds of millions people use every day....,,1 day ago,1,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Salesforce-l-Palo-Alto,-CA-jobs.html","Salesforce jobs in Palo Alto, CA",,"http://www.indeed.com/l-Palo-Alto,-CA-jobs.html",Palo Alto jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Palo+Alto%2C+CA,"Data Scientist salaries in Palo Alto, CA",,Learn more about working at,http://www.indeed.com/cmp/Salesforce?jk=2068d4985a750954&from=serp-more&campaignid=serp-more&jcid=4027cfd917e1ee29,Salesforce,,Related forums:,http://www.indeed.com/forum/cmp/Salesforce.html,Salesforce,,12
http://www.indeed.com/cmp/Avion-Technology-Inc/jobs/Data-Scientist-47c58abc19f8d59b?r=1,DATA SCIENTIST,DATA SCIENTIST,Avion Technology Inc,,,,,-,"Irving, TX",,,,,,"Perform ad hoc statistical, data mining, and machine learning analysis on complex business problems related to Billing call volumes, customer experience and...",Easily apply,3 days ago,3,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Avion+Technology+Inc&l=Irving,+TX&nc=jasx","Avion Technology Inc jobs in Irving, TX",,"http://www.indeed.com/l-Irving,-TX-jobs.html",Irving jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Irving%2C+TX,"Data Scientist salaries in Irving, TX",,Learn more about working at,http://www.indeed.com/cmp/Avion-Technology-Inc?jk=47c58abc19f8d59b&from=serp-more&campaignid=serp-more&jcid=e1b034d5c990d729,Avion Technology Inc,,Related forums:,http://www.indeed.com/forum/cmp/Avion-Technology-Inc.html,Avion Technology Inc,,12
http://www.indeed.com/rc/clk?jk=f594ba158d8931e2,Data Scientist - 113349,Data Scientist - 113349,"Anthem, Inc.","http://www.indeed.com/cmp/Anthem,-Inc./reviews?jcid=31da63c4646feb82",672 reviews,Anthem reviews,672,-,"Norfolk, VA",,http://www.indeed.com/jobs?q=Data+Scientist&rbt=Data+Scientist+-+113349&rbc=Anthem%2C+Inc.&jtid=74a36fc1105c1123&jcid=31da63c4646feb82&grp=tcl,+1 location,,,"Qualifications for Data Scientist. 3 years experience in predictive analytics and advanced expertise with software such as Python, R, SAS, SAS Enterprise Miner...",,22 hours ago,22,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Anthem,+Inc&l=Norfolk,+VA&nc=jasx","Anthem, Inc. jobs in Norfolk, VA",,"http://www.indeed.com/l-Norfolk,-VA-jobs.html",Norfolk jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Norfolk%2C+VA,"Data Scientist salaries in Norfolk, VA",,Learn more about working at,"http://www.indeed.com/cmp/Anthem,-Inc.?jk=f594ba158d8931e2&from=serp-more&campaignid=serp-more&jcid=31da63c4646feb82","Anthem, Inc.",,,,,,13
http://www.indeed.com/cmp/Tescra-Inc/jobs/Data-Scientist-f563104498427d3f?r=1,Data Scientist,Data Scientist,Tescra Inc,,,,,-,"Nashville, TN",,,,,,"As part of the Data Analytics Team, you will be responsible for successful design, modelling, execution of Advanced Analytics Solutions in support of large...",Easily apply,30+ days ago,30,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Tescra+Inc&l=Nashville,+TN&nc=jasx","Tescra Inc jobs in Nashville, TN",,"http://www.indeed.com/l-Nashville,-TN-jobs.html",Nashville jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Nashville%2C+TN,"Data Scientist salaries in Nashville, TN",,,http://www.indeed.com/forum/cmp/Tescra-Inc-1.html,Tescra Inc,,,,,,13
http://www.indeed.com/rc/clk?jk=626c412dea636a4d,URBN: Data Scientist,URBN: Data Scientist,Urban Outfitters,http://www.indeed.com/cmp/Urban-Outfitters-Inc./reviews?jcid=ec9a9824d4a20420,469 reviews,Urban Outfitters reviews,469,-,Pennsylvania,,,,,,You will collaborate with a talented and agile team of engineers and data scientists building the next generation of retail optimization based on machine...,,,,,,,,,View all,http://www.indeed.com/q-Urban-Outfitters-l-Pennsylvania-jobs.html,Urban Outfitters jobs in Pennsylvania,,http://www.indeed.com/l-Pennsylvania-jobs.html,Pennsylvania jobs,,Salary Search:,http://www.indeed.com/salary?q1=Urbn&l1=Pennsylvania,Urbn salaries in Pennsylvania,,Learn more about working at,http://www.indeed.com/cmp/Urban-Outfitters-Inc.?jk=626c412dea636a4d&from=serp-more&campaignid=serp-more&jcid=ec9a9824d4a20420,Urban Outfitters,,,,,,13
"http://www.indeed.com/cmp/Copy-Solutions,-Inc/jobs/Data-Analyst-4f8277165a592013?r=1",Data Analyst/ Data Scientist,Data Analyst/ Data Scientist,"Copy Solutions, Inc",,,,,-,"Monterey Park, CA 91754",,,,,,"Data Analyst/Data Scientist; The following candidate should have skills in database languages such as SQL and data analysis tools like R, Python, SAS and VBA....",Easily apply,2 days ago,2,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/jobs?q=Copy+Solutions,+Inc&l=Monterey+Park,+CA&nc=jasx","Copy Solutions, Inc jobs in Monterey Park, CA",,"http://www.indeed.com/l-Monterey-Park,-CA-jobs.html",Monterey Park jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Analyst&l1=Monterey+Park%2C+CA,"Data Analyst salaries in Monterey Park, CA",,,http://www.indeed.com/forum/cmp/Copy-Solutions%2C-Inc-2.html,"Copy Solutions, Inc",,,,,,13
http://www.indeed.com/rc/clk?jk=ce1c5bbd18447cc2,Data Engineer,Data Engineer,Evidation,,,,,-,"Santa Barbara, CA",,,,,,"Work closely with our Data Scientists to deliver dashboards, insights, and data pipelines to clients Qualifications....",,30 days ago,30,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Evidation-l-Santa-Barbara,-CA-jobs.html","Evidation jobs in Santa Barbara, CA",,"http://www.indeed.com/l-Santa-Barbara,-CA-jobs.html",Santa Barbara jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Engineer&l1=Santa+Barbara%2C+CA,"Data Engineer salaries in Santa Barbara, CA",,Learn more about working at,http://www.indeed.com/cmp/Evidation?jk=ce1c5bbd18447cc2&from=serp-more&campaignid=serp-more&jcid=b462684a562341f8,Evidation,,Related forums:,http://www.indeed.com/forum/cmp/Evidation.html,Evidation,,13
http://www.indeed.com/rc/clk?jk=03abc9fe89ae3772,Data Scientist,Data Scientist,Apple,http://www.indeed.com/cmp/Apple/reviews?jcid=c1099851e9794854,"2,019 reviews",Apple reviews,2019,-,"Santa Clara Valley, CA",,http://www.indeed.com/jobs?q=Data+Scientist&rbt=Data+Scientist&rbc=Apple&jtid=1872a3288ede048a&jcid=c1099851e9794854&grp=tcl,+1 location,,,The Build Analytics team within Apple's Software Delivery organization is looking for an exceptional data scientist to develop data models for analyzing Apple's...,,8 days ago,8,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Apple-l-Santa-Clara-Valley,-CA-jobs.html","Apple jobs in Santa Clara Valley, CA",,"http://www.indeed.com/l-Santa-Clara-Valley,-CA-jobs.html",Santa Clara Valley jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Santa+Clara+Valley%2C+CA,"Data Scientist salaries in Santa Clara Valley, CA",,Learn more about working at,http://www.indeed.com/cmp/Apple?jk=03abc9fe89ae3772&from=serp-more&campaignid=serp-more&jcid=c1099851e9794854,Apple,,Related forums:,http://www.indeed.com/forum/cmp/Apple.html,Apple,,13
http://www.indeed.com/rc/clk?jk=5ba47ef4e378dc86,Data Scientist,Data Scientist,Giant Oak,,,,,-,"Arlington, VA",,,,,,"Experience with large-scale data manipulation, analysis, and visualization tools. Experience exploring statistical modeling, and visualization on large data...",,30+ days ago,30,save job,mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com,email,,more...,View all,"http://www.indeed.com/q-Giant-Oak-l-Arlington,-VA-jobs.html","Giant Oak jobs in Arlington, VA",,"http://www.indeed.com/l-Arlington,-VA-jobs.html",Arlington jobs,,Salary Search:,http://www.indeed.com/salary?q1=Data+Scientist&l1=Arlington%2C+VA,"Data Scientist salaries in Arlington, VA",,Learn more about working at,http://www.indeed.com/cmp/Giant-Oak?jk=5ba47ef4e378dc86&from=serp-more&campaignid=serp-more&jcid=cad4792165d8fa26,Giant Oak,,Related forums:,http://www.indeed.com/forum/cmp/Giant-Oak.html,Giant Oak,,13
